Hippophae rhamnoides, https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Hippophae_rhamnoides-01_%28xndr%29.JPG/1200px-Hippophae_rhamnoides-01_%28xndr%29.JPG
Humulus lupulus, https://upload.wikimedia.org/wikipedia/commons/7/70/Hopfen1.jpg
Jacaranda mimosifoila, http://t0.gstatic.com/licensed-image?q=tbn:ANd9GcTIPOPVAT3T-kKUO51c2sWMEXdqzoC6nZtjaA_VIb-kr9g_6zYmsv1oSzsOuP2wrPBE5ASBvCK84PINgG4
Juglans cinerea, https://newfs.s3.amazonaws.com/taxon-images-1000s1000/Juglandaceae/juglans-cinerea-fr-fbramley.jpg
Laurus nobilis, http://t0.gstatic.com/licensed-image?q=tbn:ANd9GcRg8SOtNxnVQ7qmB1vNXPHleuxGVT-CdRAKgWk1KI0AuahvYGP7GtbB2fOrxgSyTO_KKZjHc8nU5ZTxyo4
Ligustrum vulgare, http://t0.gstatic.com/licensed-image?q=tbn:ANd9GcQst8T2JeohQIiB6i6xHMwOpKJTd_fG8u4-efUbJfX9YJL2jyMKWRc1LZ0HLr25YB1oRfmDmMtjOtwPN_g
Lonicera caerulea, http://t2.gstatic.com/licensed-image?q=tbn:ANd9GcQqRmEXYGlVpuOiRpscq1o0JErzvwgx8OG1G-9FYUWdSXCZUVDDlx8NJ5ExjgfwxHltIVOmHWV7ntwzyCU
Lycium ruthenicum, https://www.balkep.org/uploads/9/0/7/9/9079678/lycium-ruthenicum_orig.jpg
https://www.balkep.org/uploads/9/0/7/9/9079678/lycium-ruthenicum_orig.jpg
Matteuccia struthiopteris, http://t2.gstatic.com/licensed-image?q=tbn:ANd9GcTs6feZARlM9EWkb5H6wV55aaTFV5AqFRxosB9RwFUnANLpU92nA_Ze-yJ5XOg6MK8YG4oZY6JNLxABTyQ
Medicago sativa, https://www.tuinplantenzaden.nl/wp-content/uploads/luzerne.jpg
Mentha requienii, http://t1.gstatic.com/licensed-image?q=tbn:ANd9GcSSnQ2IwgopTL3C0xe3zXZXy8KdWVSIDN3D6tRwlSkga59TrAF7dZALFE6XjRhxOdJQWjUuusSLMEgVBsw
Metrosideros excelsa, https://www.mypalmshop.nl//Files/10/233000/233234/ProductPhotos/800/1668294506.jpg
Morus alba, https://s3.amazonaws.com/eit-planttoolbox-prod/media/images/morus-alba-wplynn-ccbynd20.jpg
Olea europaea, https://www.onszaden.nl//Files/10/221000/221010/ProductPhotos/620/1030358135.jpg
Origanum vulgare, https://www.tuincentrumsoontiens.nl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/r/origanum_vulgare_1.jpg
Passiflora manicata, https://www.passionflow.co.uk/wp-content/uploads/2018/02/man2.jpg
Passiflora morifolia, https://upload.wikimedia.org/wikipedia/commons/8/83/Passiflora_morifolia_flower.jpg
Passiflotra edulis, https://i.etsystatic.com/10537006/r/il/c21ccf/2825783063/il_570xN.2825783063_r0xj.jpg
Paulownia elongata, https://cdn.shopify.com/s/files/1/0540/1162/5665/products/1_4edab099-01ee-44ff-b3a8-6ecab9a3d8ca_1024x1024.jpg?v=1661514847
Paulownia tomentosa, https://i.etsystatic.com/9817393/r/il/4d98a6/676766490/il_570xN.676766490_bq2l.jpg
Perilla frutescens, https://i.ebayimg.com/images/g/l7QAAOSwIuNeVoFy/s-l500.png
Persea americana, https://www.picturethisai.com/wiki-image/1080/606EED64F7B542CD93893A366A73D34F.jpeg
Petasites japonicus, https://i0.wp.com/www.gardenfundamentals.com/wp-content/uploads/2020/12/petasites-japonicus-main.jpg?resize=500%2C331
Phillyrea angustifolia, https://media.s-bol.com/J6q6yPRX5RMl/550x550.jpg
Phormium tenax, https://www.picturethisai.com/wiki-image/1080/154034616951373848.jpeg
Pistacia lentiscus, https://www.gardenia.net/storage/app/public/uploads/images/detail/tcuuCtn49kWItnhkRJsQwagr7CSo7GraDYnZtcgn.webp
Plantago lanceolata, https://upload.wikimedia.org/wikipedia/commons/1/17/Ribwort_600.jpg
Prunus armeniaca, https://planther.nl/wp-content/uploads/2021/12/Prunus-armeniaca-cv.jpg
Prunus avium, https://bomenwebwinkel.nl/wp-content/uploads/2020/01/LAA-08106.jpg
Prunus domestica, https://plantatlas.brc.ac.uk/sites/www.brc.ac.uk.plantatlas/files/styles/largest_1152_870/public/images/Prunus_domestica_Cherry_Hinton_vc29_PShannon.JPG?itok=q6fQDIOp
Prunus spinosa, https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Closeup_of_blackthorn_aka_sloe_aka_prunus_spinosa_sweden_20050924.jpg/1200px-Closeup_of_blackthorn_aka_sloe_aka_prunus_spinosa_sweden_20050924.jpg
Psidium cattleyanum, http://naturalworld.nl/wp-content/uploads/2021/12/Psidium-cattleianum.jpg
